gez;neci;Company;Segment;City;State/Country;Booth;Website;Description;Role;Status;Emails;SocialLinks;MetaDescription;ReportPath;Extracted_Products;Extracted_Services;Inferred_Website
;;Phil jdu Building Supplier corp.;Interior Finishings & Home Living;Panabo city, Davao del Norte;Philippines;W9030;https://www.buildersshow.com/exhibitor/philjdubuildingsuppliercorp;Phil JDU Building Supplier Corp, which is located in WH #5,6 and 7 Anflo Industrial Inc, panabo wharf road, san pedro, panabo city, Davao Del Norte, Phillipines 8105. It was established on September 21, 2016, and now the registered capital of the company is: 50 million Philippines piso. Company's main product: American shaker cabinet and Europe frameless cabinet. The companyas brand direct wholesale stores in Los Angeles, Atlanta, New York, New Jersey, Miami, Chicago,etc. We have advance production machines, such as the high speed panel dividing saw, grooving machine, auto edge banding machine, CNC nesting machine with AL + UL, CNC Drilling for door hinge, Cefla auto-spray finishing painting. After more than 10 years' continuous pursuit and endeavor, it has become a professional manufacturer of production American kitchen cabinet, frameless cabinet, and vanity sink cabinet. OEM service is available. We sincerely welcome all the interested parties from all around the world to cooperate for mutual benifits.;Product;;;;;;American shaker cabinet, Europe frameless cabinet, American kitchen cabinet, frameless cabinet, vanity sink cabinet;OEM service;philjdubuildingsuppliercorp.com
;;Philadelphia Hardware Group;Building Materials;San Diego;California;W7547;https://www.buildersshow.com/exhibitor/philadelphiahardwaregroup;We've served the builder's community for over 30 years, whether you're looking for residential door hardware or commercial exit devices. Our extensive selection of products and knowledgeable staff make us the go-to supplier for builders nationwide.;Product;No Website Found;;;;offline_dossier/detailed_reports/philadelphia-hardware-group/report.md;residential door hardware, commercial exit devices;;philadelphiahardwaregroup.com
;;PIMA (VIETNAM) COMPANY LIMITED;Building Materials;TAY NINH, Tay Ninh;Vietnam;W7854;https://www.buildersshow.com/exhibitor/pimacompanylimited;;Product;No Website Found;;;;offline_dossier/detailed_reports/pima-vietnam-company-limited/report.md;;;
;;Pingo Hardware;Interior Finishings & Home Living;Hangzhou, Zhejiang;China;W8773;https://www.buildersshow.com/exhibitor/pingohardware;;Product;No Website Found;;;;offline_dossier/detailed_reports/pingo-hardware/report.md;;;
n;;Pinnacle Infotech, Inc.;Construction Tools, Systems, Equipment, & Safety;Sugar Land;Texas;S3075;https://www.buildersshow.com/exhibitor/pinnacleinfotechinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/pinnacle-infotech-inc/report.md;;;
n;;Pinnaclelgs Inc.;Construction Tools, Systems, Equipment, & Safety;Harbor City;California;S5135;https://www.buildersshow.com/exhibitor/pinnaclelgsinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/pinnaclelgs-inc/report.md;;;
;;Pipex-Auray Managing, S.L.;Building Materials;08184 Palau-solità i Plegamans, Barcelona;Spain;W6486;https://www.buildersshow.com/exhibitor/pipexauraymanagingsl;We are a European manufacturer specializing in PEX-a, PEX-b, Multilayer, Corrugated, and Pre-Insulated pipes. Our solutions are engineered for reliability, flexibility, and top performance in plumbing, heating, and cooling applications. Through our OEM services, we support U.S. brands in expanding their product lines with customized piping systems designed to meet market demands. With decades of expertise and a global presence, we provide competitive lead times, comprehensive technical support, and a commitment to building lasting partnerships. Powered by European engineering, we help you strengthen your brand and deliver quality to your customers.;Product;No Website Found;;;;offline_dossier/detailed_reports/pipex-auray-managing-s-l/report.md;PEX-a, PEX-b, Multilayer pipes, Corrugated pipes, Pre-Insulated pipes;OEM services, technical support;pipex-auraymanaging.com
;;PIY - Panel It Yourself;Interior Finishings & Home Living;Adairsville;Georgia;S14145;https://www.buildersshow.com/exhibitor/cflflooring;;Product;No Website Found;;;;offline_dossier/detailed_reports/piy-panel-it-yourself/report.md;;;
n;;PlanRadar;Business Management & Professional Services;Salt Lake City;Utah;S3066;https://www.buildersshow.com/exhibitor/planradar;PlanRadar is an award-winning, digital SaaS platform for documentation, communication and reporting in construction, facility management and real estate projects. The platform operates across the globe, currently in over 75 markets. PlanRadar streamlines daily processes and communication in an easy-to-use digital platform which connects all project stakeholders and provides real-time access to valuable project data. PlanRadar enables customers to work more efficiently, enhance quality and achieve full project transparency. The platform adds value to every person involved in a building’s lifecycle, from contractors and engineers to property managers and owners, with flexible capabilities for all company sizes and processes. Today, over 170,000 professionals are using PlanRadar to track, connect and solve issues on and off site. PlanRadar is currently available in more than 25 languages, and can be used across all iOS, Windows and Android devices. Headquartered in Vienna, Austria, PlanRadar has 13 offices across the globe.;Service;No Website Found;;;;offline_dossier/detailed_reports/planradar/report.md;digital SaaS platform;documentation, communication, reporting, streamlining processes, providing real-time access to project data, enhancing quality, project transparency, tracking issues, connecting stakeholders;planradar.com
;;PlasmaMade by JAK Appliance Group;Interior Finishings & Home Living;Toronto;Ontario, Canada;S14141;https://www.buildersshow.com/exhibitor/jakappliancegroup;;Product;No Website Found;;;;offline_dossier/detailed_reports/plasmamade-by-jak-appliance-group/report.md;;;
;;Plastpro Inc.;Interior Finishings & Home Living;Los Angeles;California;W3767;https://www.buildersshow.com/exhibitor/plastproinc;Plastpro, Inc., founded in 1994, is a leading manufacturer of high-performance fiberglass entry doors and door components, committed to delivering innovative, durable, and energy-efficient solutions for builders, architects, and homeowners. At the core of Plastpro’s product line is its patented HydroShield™ Technology, which provides complete moisture protection through composite stiles, rails, and fiberglass skins—ensuring long-term durability without warping, rotting, or delaminating. The company also offers PF™ Frames, a 100% composite door frame system resistant to moisture, insects, and rot, ideal for coastal and high-humidity regions. Plastpro’s doors meet or exceed ENERGY STAR® standards, with impact-rated and fire-rated options available for code compliance and added safety. With a strong focus on sustainability, low maintenance, and long-lasting performance, Plastpro continues to support the residential and commercial building industry through superior product quality, builder resources, and customer-focused innovation—making it a trusted partner for professionals attending the NAHB International Builders’ Show.;Product;No Website Found;;;;offline_dossier/detailed_reports/plastpro-inc/report.md;fiberglass entry doors, door components, PF™ Frames;;plastpro.com
;;Playcraft Systems LLC;Outdoor Living, Leisure, & Modular Structures;Grants Pass;Oregon;S2178;https://www.buildersshow.com/exhibitor/playcraftsystemsllc;;Product;No Website Found;;;;offline_dossier/detailed_reports/playcraft-systems-llc/report.md;;;
;;PlexiDor Performance Dog Doors;Building Materials;Bradenton;Florida;W4750;https://www.buildersshow.com/exhibitor/plexidorperformancedogdoors;;Product;No Website Found;;;;offline_dossier/detailed_reports/plexidor-performance-dog-doors/report.md;;;
;;Plungie USA inc;Outdoor Living, Leisure, & Modular Structures;Lewisville;Texas;S6157;https://www.buildersshow.com/exhibitor/plungieusa;Our patented range of Plungies are the easiest, fastest and most advanced pools on the market. Manufactured in a controlled facility, the Plungie has been designed and manufactured with advanced manufacturing principles, which has resulted in a concrete pool that arrives ready to go and gives builders the ability to better manage their projects. There’s no need to engage a specialist third party or wait for concrete to cure which allows builders to get on with their jobs faster. The versatility of our pools means they can be installed in-ground, above-ground or semi-recessed to combat sloping blocks – no site is too challenging. Through our smart design and functionality, the Plungie™ has all the benefits of a traditional pool combined with the advantages of off-site production and a factory controlled environment to ensure quality . Installing a pool has now become the easiest part of a new home project giving time to focus on design and function of the entire project Our Plungie™ is the smart choice, it’s all you need.;Product;No Website Found;;;;offline_dossier/detailed_reports/plungie-usa-inc/report.md;Plungie pools;;plungieusa.com
