Company,Segment,City,State/Country,Booth,Website,Description,Role
"Yongkang Hengyang Import and Export Co., Ltd",Building Materials,"Yongkang, Zhejiang",China,W8367,https://www.buildersshow.com/exhibitor/yongkanghengyangimportandexpor,"YONGKANG HENGYANG IMPORT AND EXPORT CO.,LTD is located in the hardware city of China which named Yongkang. With years development, company covers 90,000 square meters, more than 1500 employees, more than 50 professional and technical personnel.Adhering ""Environmental, Quality, Innovation"" manage philosophy, as China's famous brand, company's leading products enjoy good reputation both in domestic and overseas which including: Steel Interior Door series; Steel Security Door series; wooden Door; Villa door caste aluminium door and so on.At present, Company production is well-equipped, has 2000T hydraulic machine, metalwork stamping & folding system,200T bending machines, automatic door frame molding machines ,auto-adjusting flat cutting system, and other advanced equipment. R & D department has professional engineering and technical, whom develop new products, design and improve our door industry every year. Every day the production more than 1500pcs,Company set up special Quality Management Department, inspection and product testing processes inspected according to ISO 9001:2000 standard of quality system on entire process which we have passed, to ensure excellent quality. As a modernized corporation, Our mission: offer the best solution and create the value for customers, help employees grow and realize their dream. our aim: sell our doors to every country in the world. We lead and others follow.",Product
"Yongkang Jiahua Electronic Mechanical Co., Ltd",Building Materials,"Jinhua, Zhejiang",China,W8285,https://www.buildersshow.com/exhibitor/yongkangjiahuaelectronicmechan,"We are JINHUA HUACHENG GROUP CO.,LTD. Our factory was established in 2003 and is located in Yongkang City, Zhejiang Province, China, near Yiwu City. We take pride in manufacturing high-quality exterior and interior doors that meet international standards, giving you a wide range of choices. Our product range includes security steel doors, American panel doors, WPC doors, solid wood doors, and melamine wood doors. 
Our factory spans an impressive 50,000 square meters and employs over 500 skilled professionals. In 2020, we produced 50,000 pieces of doors per month and generated sales of 20 million USD. We hold the following certificates: CE, SONCAP, SGS, and UL fire certificate, making us a reliable and trustworthy supplier for your business.",Product
"Yongkang Phipulo Smart Home Co., Ltd.",Building Materials,"Yongkang, Zhejiang",China,W9040,https://www.buildersshow.com/exhibitor/yongkangphipulosmarthomecoltd,Please stop by and visit our booth,Product
"Yude Rain Ecological Technology Co., Ltd.",Building Materials,"Foshan, Guangdong",China,W8744,https://www.buildersshow.com/exhibitor/yuderainecologicaltechnologyco,Please stop by and visit our booth,Product
"Yuyao Pretty Home Sanitary Wares Co., Ltd.",Building Materials,"Yuyao, Zhejiang",China,W8666,https://www.buildersshow.com/exhibitor/yuyaoprettyhomesanitarywaresco,"YUYAO PRETTY HOME SANITARY WARES CO., Ltd. is located in the beautiful city of Ningbo, Zhejiang Province, 40 kilometers away from Ningbo Lishe International Airport, with convenient transportation. The company was established in 1993 and specializes in the production of bathroom-related products. After more than 30 years of continuous development, the company now has 30,000 square meters of modern industrial plants and more than 200 employees, specializing in the production of shower curtain rods, safety grab bars, shower curtain rings and other bathroom products. The company adheres to the business philosophy of ""quality first, customer first"" and serves customers wholeheartedly.",Product
Ywork.ai,Business Management & Professional Services,,United Kingdom,S4199,https://www.buildersshow.com/exhibitor/yworkai,"Ywork.ai builds AI agents that handle the grunt work of preconstruction—takeoffs from plans, scope drafting, supplier RFQs, quote comparison, and bid formatting. Your estimators review, refine and approve instead of starting from scratch.",Service
"Z PLAIN CO., LIMITED",Building Materials,"Hongkong, Hong Kong",China,W8571,https://www.buildersshow.com/exhibitor/zplaincolimited,"Z PLAIN CO., LIMITED is a professional supplier to the North America market for builders hardware with both residential and commercial markets! Our product lines include door hardware ( door locks, door closers, door hinges, door stops, handrail brackets), window & patio door hardware, bath hardware ( garb bar, shower rod, bathroom accessories ), closet hardware ( decorative handles, closet rod, shelf bracket ). Sincerely looking forward to your visit of our booth!",Product
Zambelli RIB-ROOF GmbH und Co. KG,Building Materials,"Stephansposching, Bayern",Germany,S9108,https://www.buildersshow.com/exhibitor/zambelliribroofgmbhundcokg,"Zambelli RIB-ROOF ist ein Hochleistungs-Metalldachsystem, das eine schnelle, durchdringungsfreie Installation ermöglicht und für niedrige Dachneigungen geeignet ist. 
(ab 1,5°). Es ist in Varianten wie Evolution , 465 und Speed 500 erhältlich, die jeweils auf unterschiedliche Projektanforderungen zugeschnitten sind. 

Siding : Langlebige und ästhetische Fassadenverkleidung aus Metall, ideal für moderne Architektur.
Gründach : Kompatibel mit Evolution und Speed 500, mit einem modularen System für extensive Vegetation, das die Isolierung und das Stadtklima verbessert.
Solar : Unterstützt sowohl die parallele als auch die erhöhte Montage von Photovoltaikanlagen.",Product
Zehnder America,"Construction Tools, Systems, Equipment, & Safety",Hampton,New Hampshire,W5488,https://www.buildersshow.com/exhibitor/zehnderamerica,Please stop by and visit our booth,Product
Zero Touch – Magnetic Lock,Interior Finishings & Home Living,Lake Worth Beach,Florida,S10029,https://www.buildersshow.com/exhibitor/zerotouch–magneticlock,Please stop by and visit our booth,Product
"Zhaoqing Hongdao Sanitary Ware Technology Co., Ltd",Building Materials,"Zhaoqing, Guangdong",China,S11123,https://www.buildersshow.com/exhibitor/zhaoqinghongdaosanitarywaretec,"HONDAO is a professional artificial stone sanitary ware brand manufacturer with R&D, production and sales. We are deeply engaged in the field of artificial stone products for 20 years, with rich experience of production and manufacturing. 
We have two major production bases, Zhaoqing HONDAO and Jiangxi HAISN. After years of continuous development, it has become one of the largest manufacturers of artificial stone products in China. 
We mainly produces and operates acrylic solid surface and cultured marble two products, including bathroom sink, bathtub, kitchen sink, shower tray, shower walls, bathroom cabinet, solid surface sheet, counter-tops, and related artificial stone products, etc.",Product
"Zhejiang Anbo Hardware Co., Ltd.",Building Materials,"Huzhou, Zhejiang",China,W8384,https://www.buildersshow.com/exhibitor/zhejianganbohardwarecoltd,"We Are Zhejiang AMBO Hardware Co., Ltd, Which Specializes In The Research, Design And Production Of Door And Window Hardware. We Can Also Provide You with door hardware And Electronic Control, Fire Exhaust System Design, With thousands of Hardware Products, And We Are Authorized By The Service Of Famous Brands Such As SMOO, ALKE And So On. We Have Our Own Factory To Meet Your Customized Requirements And Provide You With Product Quality Inspection Service.",Product
"Zhejiang BL Sanitary Ware Co., Ltd.",Global Products,"Yuyao, Zhejiang",China,W8679,https://www.buildersshow.com/exhibitor/zhejiangblsanitarywarecoltd,"YUYAO BEILV SANITARY WARE CO., LTD is located in the town of water heating Equipment of China——Yuyao, Ningbo. 
Our company is a combination of industry and trade, specializing in high-end bathroom accessories, such as safety grab bars, shower curtain rods, copper mesh baskets, towel racks, shower curtains ,hoses, etc, exported to the United States, Canada, Europe, Germany, ltaly, Spain, Japan, etc. 
Our factory integrates production and manufacturing with a stamping workshop, a hardware workshop, a die casting workshop, a polishing workshop, an assembly workshop, etc. Our equipment is ahead of our peers, with strong cost and quality control, factory direct sales, and high quality and favorable price. Our factory has our own laboratory and advanced testing equipment in the industry, including spectrum analyzer XRF, universal tensile tester, salt spray tester, D65 light source box, etc. which can stand the test of quality from customers. 
After years of hard work, under the leadership of General Manager Lu Cuonian, we have rich experience in manufacturing sanitary ware products and strong financial strength. We believe that we can provide you with high-quality products and better services in the future.",Product
